name,sku,description,category,observations,price,stock
"Ameixa Seca sem Semente Vale Fértil Sachê 80 g","P-61JL","Marca: Vale Fértil. Categoria: Mercearia. Tipo: Confeitaria. Embalagem: 80g. Ameixa Seca sem Semente Vale Fértil Sachê 80 g Vale Fértil CONFEITARIA DOCES E INGREDIENTES FRUTAS SECAS 80g Para Casa Mercearia Confeitaria","Para Casa","EAN/GTIN: 7896272010556",8.90,4
"Ameixa Seca Tozzi 70 g","tozzi.ameixaseca.70","Marca: Tozzi. Categoria: Mercearia. Tipo: Confeitaria. Embalagem: 70g. A ameixa seca Tozzi é uma opção prática e saborosa para quem busca um lanche saudável. Ideal para consumo direto ou em receitas, ela traz um toque especial aos pratos. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma escolha que combina sabor e nutrição.","Para Casa","EAN/GTIN: 7898598811312",7.90,4
"Amido de Milho Apti 200 g","6762770872","Marca: Apti. Categoria: Mercearia. Tipo: Farinhas. Embalagem: 200g. Amido de Milho Apti 200 g Apti MERCEARIA BÁSICA FARINHAS FARINHAS E DERIVADOS 200g Para Casa Mercearia Farinhas","Para Casa","Produto em oferta | EAN/GTIN: 7896327512615",3.90,10
"Amido de Milho Kimimo Sinhá 200 g","1010990875","Marca: Sinhá. Categoria: Mercearia. Tipo: Farinhas. Embalagem: 200g. Amido de Milho Kimimo Sinhá 200 g Sinhá MERCEARIA BÁSICA FARINHAS FARINHAS E DERIVADOS 200g Para Casa Mercearia Farinhas","Para Casa","Produto em oferta | EAN/GTIN: 7896490288812",3.90,1
"Aparador de Porta Plástico Color 9,5 cm","P338","Categoria: Casa e Utilidades. Tipo: Utilidades Domésticas. Embalagem: 9,5cm. Aparador de Porta Plástico Color 9,5 cm UTENSÍLIOS E UTILIDADES CASA UTILIDADE DOMÉSTICA 9,5cm Para Casa Casa e Utilidades Utilidades Domésticas","Para Casa","EAN/GTIN: 7898930468389",7.50,2
"Aparelho de Barbear Descartável Prestobarba Cabeça Móvel Gillette 1 un","P0022","Marca: Gillette. Categoria: Higiene Pessoal. Tipo: Barba e Depilação. Embalagem: Unidade. O aparelho de barbear descartável Gillette Prestobarba com cabeça móvel é ideal para um barbear confortável e eficiente. Com lâminas de longa duração e fita lubrificante, ele proporciona um deslizar suave na pele. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma escolha prática para o seu dia a dia.","Para Você","EAN/GTIN: 7500435186698",3.90,23
"Aparelho de Barbear Prestobarba Cabeça Fixa Gillette","P0021","Marca: Gillette. Categoria: Higiene Pessoal. Tipo: Barba e Depilação. Embalagem: Unidade. Aparelho de Barbear Prestobarba Cabeça Fixa Gillette Gillette HIGIENE BARBEARIA BARBEADOR E LÂMINA Unidade Para Você Higiene Pessoal Barba e Depilação","Para Você","EAN/GTIN: 7500435154420",3.90,10
"Aparelho de Barbear Probak II 1 un","P0023","Marca: Probak. Categoria: Higiene Pessoal. Tipo: Barba e Depilação. Embalagem: Unidade. Aparelho de Barbear Probak II 1 un Probak HIGIENE BARBEARIA BARBEADOR E LÂMINA Unidade Para Você Higiene Pessoal Barba e Depilação","Para Você","EAN/GTIN: 17500435027776",1.39,28
"Aparelho de Barbear Sensitive BIC 1 un","P0020","Marca: BIC. Categoria: Higiene Pessoal. Tipo: Barba e Depilação. Embalagem: 1 unidade. Aparelho de Barbear Sensitive BIC 1 un BIC HIGIENE BARBEARIA BARBEADOR E LÂMINA 1 unidade Para Você Higiene Pessoal Barba e Depilação","Para Você","",1.50,73
"Aromatizador de Ambiente Aerossol Lavanda Puro Ar 250 ml","7899674039378","Categoria: Limpeza. Tipo: Aromatizadores e Ambiente. Embalagem: 250 ml. O Puro Ar Lavanda 250 ml é um aromatizador de ambiente em formato aerosol, desenvolvido para eliminar odores indesejados e proporcionar uma fragrância suave de lavanda. Sua embalagem de 250 ml oferece praticidade e durabilidade, sendo ideal para uso em diversos ambientes como salas, banheiros e escritórios. A aplicação é simples: basta agitar antes de usar e pulverizar no ar, evitando contato com superfícies sensíveis.","Para Casa","EAN/GTIN: 7899674039378",14.90,8
"Aromatizador de Ambiente Capim-Limão Puro Ar 250 ml","7899674039354","Categoria: Limpeza. Tipo: Aromatizadores e Ambiente. Embalagem: 250ml. O Puro Ar Capim Limão 250ml é um aromatizador de ambiente da linha Puro Ar, desenvolvido para refrescar e perfumar o ambiente com a fragrância cítrica e refrescante do capim-limão. Sua embalagem de 250ml é ideal para uso em banheiros, quartos, salas e escritórios, proporcionando uma sensação de frescor e bem-estar. Recomenda-se pulverizar o produto no ar, evitando direcionar sobre pessoas, plantas, animais, alimentos, paredes, tecidos, chamas ou superfícies aquecidas.","Para Casa","EAN/GTIN: 7899674039354",9.49,2
"Arroz Branco Tipo 1 Koblenz 5 kg","P500","Marca: Koblenz. Categoria: Mercearia. Tipo: Arroz. Embalagem: 5kg. O arroz branco tipo 1 da marca Koblenz é uma excelente opção para suas refeições diárias. Ideal para preparar almoços e jantares, ele traz praticidade e sabor à sua mesa. Disponível em Cuiabá e Várzea Grande, é um produto confiável para quem busca qualidade na mercearia básica.","Para Casa","EAN/GTIN: 7896038342037",26.50,101
"Arroz Parboilizado Integral 8 Saquinhos Urbano 1 kg","P-M5CK","Marca: Urbano. Categoria: Mercearia. Tipo: Arroz. Embalagem: 1kg. Arroz Parboilizado Integral 8 Saquinhos Urbano 1 kg Urbano MERCEARIA BÁSICA ARROZ ARROZ BRANCO E ESPECIAL 1kg Para Casa Mercearia Arroz","Para Casa","EAN/GTIN: 7896038308484",8.90,2
"Arroz Parboilizado Tipo 1 Urbano 1 kg","P-4P8E","Marca: Urbano. Categoria: Mercearia. Tipo: Arroz. Embalagem: 1 kg. Arroz Parboilizado Tipo 1 Urbano 1 kg Urbano MERCEARIA BÁSICA ARROZ ARROZ BRANCO E ESPECIAL 1 kg Para Casa Mercearia Arroz","Para Casa","EAN/GTIN: 7896038306053",7.90,7
"Arroz Parboilizado Urbano Seleção Especial 5 kg","7896038306039","Marca: Urbano. Categoria: Mercearia. Tipo: Arroz. Embalagem: 5 kg. O Arroz Parboilizado Urbano Seleção Especial 5 kg é um arroz de grãos longos e finos, submetido ao processo de parboilização que preserva nutrientes e confere maior solidez ao grão. Embalado em pacote plástico de 5 kg, é ideal para famílias que buscam praticidade e qualidade nas refeições. A embalagem destaca a seleção especial, indicando grãos de alta qualidade e uniformidade. O arroz é livre de glúten, sendo uma opção segura para celíacos e pessoas com intolerância. Além disso, o processo de parboilização reduz o tempo de cozimento, resultando em um arroz soltinho e saboroso.","Para Casa","Produto em oferta | EAN/GTIN: 7896038306039",26.90,6
"Arroz Tio Bonini Unidade 5kg","P440","Marca: Tio Alvino. Categoria: Mercearia. Tipo: Arroz. Embalagem: Unidade. Arroz Tio Bonini Unidade 5kg Tio Alvino MERCEARIA BÁSICA ARROZ ARROZ BRANCO E ESPECIAL Unidade Para Casa Mercearia Arroz","Para Casa","EAN/GTIN: 7898125370015",21.90,101
"Azeite de Oliva Extra Virgem Allegro 500 ml","allegro.azeite.500","Marca: Allegro. Categoria: Mercearia. Tipo: Azeites. Embalagem: Vidro 500ml. O azeite de oliva extra virgem Allegro é uma excelente opção para temperar saladas e finalizar pratos quentes. Ideal para quem aprecia um toque especial na culinária, ele também pode ser degustado com pão. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma escolha prática e saborosa para o seu dia a dia.","Para Casa","EAN/GTIN: 6194017200509",31.90,7
"Azeite de Oliva Extra Virgem Castelo 500 ml","7896048284129","Marca: Castelo. Categoria: Mercearia. Tipo: Azeites. Embalagem: 500 ml. O Azeite de Oliva Extra Virgem Castelo 500 ml é produzido em Portugal, extraído a frio de azeitonas maduras e selecionadas, garantindo sabor frutado e leve picância persistente. Embalado em garrafa de vidro, possui acidez de 0,5%, ideal para temperar massas, risotos, saladas, queijos delicados, pescados, frutos-do-mar e legumes salteados.","Para Casa","EAN/GTIN: 7896048284129",32.90,7
"Azeite Extra Virgem Andorinha 250 ml","andorinha.azeite.500","Marca: Andorinha. Categoria: Mercearia. Tipo: Azeites. Embalagem: 250ml. O Azeite Extra Virgem Andorinha é ideal para temperar saladas, grelhados e pratos do dia a dia. Com um sabor marcante, ele é uma excelente opção para quem busca qualidade na cozinha. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, esse azeite traz um toque especial às suas receitas.","Para Casa","EAN/GTIN: 5601216120053",33.90,4
"Azeite Extra Virgem Gallo 250 ml","gallo.azeite.250","Marca: Gallo. Categoria: Mercearia. Tipo: Azeites. Embalagem: Garrafa de vidro de 250ml. Azeite extra virgem ideal para temperos e receitas do dia a dia.","Para Casa","EAN/GTIN: 5601252102433",25.90,2
"Azeite Suave Gallo 500ml","gallo.azeite.500","Marca: Gallo. Categoria: Mercearia. Tipo: Azeites. Embalagem: Vidro 500ml. Azeite suave ideal para temperos e receitas do dia a dia.","Para Casa","EAN/GTIN: 5601252106103",25.90,2
"Azeitona Verde com Caroço Rivoli 100 g","rivoli.azeitona.100","Marca: Rivoli. Categoria: Mercearia. Tipo: Enlatados e Conservas. Embalagem: 100g. A azeitona verde com caroço da marca Vale Fértil é uma excelente opção para quem busca sabor e praticidade. Ideal para ser consumida como aperitivo, em saladas, molhos e pratos principais, ela traz um toque especial às suas refeições. Disponível em Cuiabá e Várzea Grande, é uma escolha confiável para o seu dia a dia.","Para Casa","EAN/GTIN: 7896183003821",3.49,16
"Azeitona Verde Fatiada Rivoli 80 g Sachê","rivoli.azeitonafatiada.80","Marca: Rivoli. Categoria: Mercearia. Tipo: Enlatados e Conservas. Embalagem: Sachê de 80g. A azeitona verde fatiada da marca Rivoli é uma opção prática e saborosa para suas refeições. Ideal para ser consumida como aperitivo, em saladas, molhos e pratos principais, ela traz um toque especial ao seu dia a dia. Disponível em Cuiabá e Várzea Grande, é uma escolha confiável para quem busca qualidade e sabor.","Para Casa","EAN/GTIN: 7896183000097",4.49,10
"Bala de Gelatina Amoras Fini 15 g","7896451912909","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. Gelatines Amoras 15g da Docile são balas de gelatina em formato de mini amoras, nas cores preta e vermelha, com sabor de frutas vermelhas e blueberry. As balas são compostas por xarope de glicose, açúcar, gelatina, corantes artificiais e aromatizantes, não contendo glúten.","Para Casa","EAN/GTIN: 7896451912909",1.69,11
"Bala de Gelatina Amorás Sabor Amora Fini 15 g","7898591450648","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. As Fini Balas Amorás Sabor Amora 15g são balas de gelatina com formato de amora, nas cores vermelha e preta, oferecendo um sabor autêntico de amora. A embalagem de 15g contém unidades individuais, ideais para consumo imediato. A nova fórmula destaca-se por ser alto em açúcar adicionado, proporcionando uma experiência doce e intensa.","Para Casa","EAN/GTIN: 7898591450648",1.79,10
"Bala de Gelatina Azedinhos Coloridos Fini 15 g","fini010101","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. As Balas Regaliz Tubes da Fini são uma deliciosa opção para quem aprecia um sabor único e divertido. Com três cores vibrantes, elas são perfeitas para animar qualquer momento do dia. Disponíveis na Dona Antônia, em Cuiabá e Várzea Grande, essas balas são ideais para compartilhar com amigos ou saborear sozinho.","Para Casa","EAN/GTIN: 7898591459498",1.69,10
"Bala de Gelatina Azedinhos Morango e Laranja Fini 15 g","547849-COPIA-60152","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. A bala de gelatina Fini Azedinhos combina os sabores de morango e laranja, proporcionando uma experiência divertida e saborosa. Ideal para lanches, festas ou para compartilhar com amigos, esse produto é uma ótima opção para alegrar o seu dia a dia. A Dona Antônia disponibiliza essa delícia em Cuiabá e Várzea Grande.","Para Casa","EAN/GTIN: 7898591454561",1.69,12
"Bala de Gelatina Fini 15g Azedinhos Morango e Nata","547849","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. A Bala Fini Regaliz Tubes é uma opção deliciosa para quem busca um doce saboroso e divertido. Com a combinação de morango e laranja, essas balas são perfeitas para alegrar o seu dia a dia. Ideal para compartilhar com amigos ou saborear em momentos de lazer, a Dona Antônia oferece esse produto em Cuiabá e Várzea Grande.","Para Casa","EAN/GTIN: 7898279799823",1.69,10
"Bala de Gelatina Fini 15g Beijos Morango e Nata","P0032","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. A Bala Gelatina Beijo de Morango da Fini é uma deliciosa opção para quem busca um doce saboroso e divertido. Ideal para momentos de descontração, essas balas são perfeitas para compartilhar com amigos ou saborear sozinho. Disponível em Cuiabá e Várzea Grande, é uma escolha que agrada a todos os paladares.","Para Casa","EAN/GTIN: 7898591450662",1.69,12
"Bala de Gelatina Fini 15g Dentaduras","P0033","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. A Bala Gelatina Dentadura da Fini é uma opção divertida e saborosa para quem gosta de doces. Ideal para momentos de descontração, essa bala é perfeita para compartilhar com amigos e familiares em Cuiabá e Várzea Grande. Experimente essa delícia e traga um toque de alegria ao seu dia a dia.","Para Casa","EAN/GTIN: 7898591450600",1.69,12
"Bala de Gelatina Fini 15g Maça do Amor","189864N","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. Deliciosa goma de mascar de morango, perfeita para momentos de descontração.","Para Casa","EAN/GTIN: 7898591459528",1.69,12
"Bala de Gelatina Minhocas Fini 15 g","7898591450709","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. As balas gelatinosas Minhocas da Fini são uma deliciosa opção para quem busca um doce divertido e saboroso. Perfeitas para alegrar o dia a dia, essas balas são ideais para compartilhar com amigos e familiares em Cuiabá e Várzea Grande. Experimente essa guloseima que traz um toque de nostalgia e sabor a cada mordida.","Para Casa","EAN/GTIN: 7898591450709",1.69,12
"Bala de Gelatina Morango e Nata Fini 15 g","7898591459511","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. A Bala Fini Regaliz Tubes Morango/Nata é uma deliciosa opção para quem aprecia um sabor único e marcante. Ideal para momentos de descontração, essa bala é perfeita para compartilhar com amigos ou saborear sozinho. Disponível em Cuiabá e Várzea Grande, é uma escolha que agrada a todos os paladares.","Para Casa","EAN/GTIN: 7898591459511",1.69,8
"Bala de Gelatina Tubos Tutti-frutti Fini 15 g","7898591459474","Marca: Fini. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 15g. A Bala Fini Regaliz Tubes Tutti Frutti é uma opção divertida e saborosa para quem gosta de doces. Ideal para momentos de descontração, essa bala pode ser consumida em festas, reuniões ou simplesmente para adoçar o dia. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma escolha que agrada a todos os paladares.","Para Casa","EAN/GTIN: 7898591459474",1.69,9
"Bala Drops Cereja Halls 28 g","P528","Marca: Halls. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 28g. Os Halls Drops de cereja são uma opção refrescante para quem busca um alívio para a garganta. Perfeitos para o dia a dia, podem ser consumidos em qualquer lugar, seja em Cuiabá ou Várzea Grande. Experimente essa combinação de sabor e frescor que a Dona Antônia oferece em sua seleção de produtos.","Para Casa","EAN/GTIN: 78938793",2.50,5
"Balão Ideatex Liso N.7 Sortido Unidade","P0035","Marca: Ideatex. Categoria: Casa e Utilidades. Tipo: Festas e Descartáveis. Embalagem: Unidade. Balão Ideatex Liso N.7 Sortido Unidade Ideatex BALAS E CHICLETES BALAS BALAS E GOMAS Unidade Para Casa Casa e Utilidades Festas e Descartáveis","Para Casa","EAN/GTIN: 7896491404457",8.50,10
"Balde de Pipoca Plástico 18 cm","P342","Categoria: Casa e Utilidades. Tipo: Utilidades Domésticas. Embalagem: 18cm aLura. O balde de pipoca plástico aLura é ideal para servir pipoca em sessões de cinema em casa ou em festas temáticas. Com 18cm de altura, ele é prático e versátil, perfeito para eventos escolares e lembrancinhas de festa. A Dona Antônia oferece esse produto em Cuiabá e Várzea Grande, garantindo uma opção divertida para suas guloseimas.","Para Casa","EAN/GTIN: 7899850332200",12.90,5
"Balde Plástico 7,5 L","55750237","Categoria: Casa e Utilidades. Tipo: Utilidades Domésticas. Embalagem: Unidade. O balde plástico é ideal para armazenamento e transporte de líquidos, além de ser uma ótima opção para limpeza doméstica. Com sua versatilidade, ele se adapta a diversas necessidades, seja na lavanderia ou em tarefas do dia a dia. A Dona Antônia oferece este produto prático e funcional para facilitar sua rotina em Cuiabá e Várzea Grande.","Para Casa","EAN/GTIN: 7896355700510",8.90,4
"Balde Preto com Alça de Ferro 6 L","7898717560107","Categoria: Limpeza. Tipo: Acessórios de Limpeza. Embalagem: 6 litros. Balde preto de 6 litros com alça de ferro, fabricado em plástico resistente, ideal para diversas utilidades como limpeza e transporte de líquidos. Medidas aproximadas: 23 cm de diâmetro e 20 cm de altura.","Para Casa","Produto em oferta | EAN/GTIN: 7898717560107",5.90,6
"Barra de Cereais Bri/Ave/Choc Naturale 25 g","P0036","Marca: Naturale. Categoria: Mercearia. Tipo: Cereais e Barras. Embalagem: 25g. Barra de Cereais Bri/Ave/Choc Naturale 25 g Naturale CAFÉ DA MANHÃ CAFÉ CAFÉ TORRADO E MOÍDO 25g Para Casa Mercearia Cereais e Barras","Para Casa","EAN/GTIN: 7898055420408",1.50,12
"Barra de cereais Coco com chocolate Trio 20 g","P0042","Marca: Trio. Categoria: Mercearia. Tipo: Cereais e Barras. Embalagem: 20g. Barra de cereais Coco com chocolate Trio 20 g Trio CHOCOLATES E DOCES CHOCOLATE CHOCOLATE EM BARRA E PACOTE 20g Para Casa Mercearia Cereais e Barras","Para Casa","EAN/GTIN: 7898132847333",1.99,2
"Barra de Cereais Nat Doce/Leite/Choc Naturale 25 g","P0038","Marca: Naturale. Categoria: Mercearia. Tipo: Cereais e Barras. Embalagem: 25g. Barra de Cereais Nat Doce/Leite/Choc Naturale 25 g Naturale CAFÉ DA MANHÃ CAFÉ CAFÉ TORRADO E MOÍDO 25g Para Casa Mercearia Cereais e Barras","Para Casa","EAN/GTIN: 7898055420705",1.50,15
